index,liftID,resortID,liftName,status,timeToRide,timestamp,time_diff,time_diff_seconds
283,1,15,Aspen Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
284,2,15,East River Express,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
285,3,15,Gold Link Lift,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
286,4,15,North Face Lift T-Bar,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
287,5,15,Painter Boy Lift,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
288,6,15,Paradise Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
289,7,15,Peachtree Lift,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
290,8,15,Pine Carpet,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
291,9,15,Prospect Lift,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
292,10,15,Red Lady Express,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
293,11,15,Silver Queen Express,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
294,12,15,Spruce Carpet,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
295,13,15,Teocalli Lift,O,7,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
296,14,15,The High Lift T-Bar,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
297,15,15,West Wall Lift,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
298,1,16,Clipper Ship Quad,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
299,2,16,Flying Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
300,8,16,Little Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
301,9,16,Middle Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
302,3,16,North Peak Triple,O,10,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
306,4,16,Piggyback,X,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
303,5,16,Spruce Triple,O,4,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
305,7,16,Sunapee Express,O,10,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
304,6,16,Sunbowl Express,O,12,Sat Feb 15 20:13:50 2020,0 days 14:11:46.124783000,51106.12478300001
628,6,16,Sunbowl Express,H,12,Sun Feb 16 10:25:36 2020,1 days 02:39:10.844081000,95950.844081
629,6,16,Sunbowl Express,X,12,Mon Feb 17 13:04:47 2020,0 days 00:00:00.000000000,0.0
307,1,17,Black Ridge Triple,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
308,2,17,Coleman Brook Express Quad,O,3,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
309,3,17,F-10 Carpet,O,2,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
310,4,17,Glades Peak Quad,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
311,16,17,Green Ridge Triple,O,8,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
312,5,17,Morning Star Triple,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
313,6,17,Orion's Belt Carpet,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
314,7,17,Quantum Four,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
315,8,17,Sachem Quad,O,9,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
316,9,17,Snow Star Carpet,O,1,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
317,11,17,Solitude Express Quad,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
318,12,17,South Face Express Quad,O,5,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
319,13,17,South Ridge Quad A,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
320,17,17,South Ridge Quad B,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
321,14,17,Sunburst Six,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
322,15,17,Sunshine Quad,O,6,Sat Feb 15 20:13:50 2020,1 days 16:50:56.968864000,147056.968864
